run,xign,yign,fuel,slp,asp,ws,wd,m1,m10,m100,cc,ch,cbh,cbd,lhc,lwc,firearea
953,56.6,-982.5,7,32,43,7.0,5.3,24.7,4.5,30.3,11,1,0,4,81.9,37.8,1504.9
954,-449.1,-1750.4,21,5,137,1.1,155.4,23.4,25.3,39.3,63,0,0,31,71.8,73.5,0.0
955,-259.8,-462.2,22,45,247,24.7,155.9,13.1,23.9,24.8,1,2,0,18,82.7,82.6,0.0
956,1683.5,1457.2,12,0,52,17.4,350.9,12.3,27.4,18.0,2,5,2,19,35.7,97.9,586.7
957,-434.7,1177.8,18,4,90,23.4,216.4,27.0,23.4,26.3,63,2,0,7,45.0,33.8,0.0
958,1060.6,280.1,34,43,320,25.0,295.2,34.6,20.2,27.7,44,1,0,8,31.9,41.9,0.0
959,56.8,1828.9,11,5,336,4.8,218.9,38.4,10.8,24.0,87,4,0,21,57.9,71.5,0.2
960,1508.3,230.7,38,30,217,28.2,244.9,8.8,18.8,24.3,2,1,0,7,73.5,48.5,0.0
961,16.3,-1235.4,25,12,46,2.8,164.0,19.3,10.9,21.1,43,1,0,35,59.7,77.6,0.0
962,686.0,358.4,24,11,235,16.3,142.2,24.5,12.1,3.4,25,1,0,10,58.5,49.7,0.0
963,336.8,611.9,35,11,209,5.3,144.2,2.2,13.3,39.7,94,4,0,19,44.9,67.7,0.0
964,-368.8,1909.2,37,25,200,5.6,21.7,26.9,35.5,7.2,75,4,0,12,74.0,42.6,0.0
965,949.5,79.8,19,16,49,25.7,39.4,31.5,21.8,35.5,97,2,1,4,54.6,50.9,0.0
966,-1878.0,-1119.4,30,29,235,18.3,107.9,32.4,14.9,21.4,20,4,0,8,32.0,81.6,0.0
967,1440.3,1078.3,21,39,347,13.3,16.5,14.6,10.0,15.2,57,1,0,5,61.6,52.6,0.0
968,1686.5,-639.7,18,4,74,10.4,272.0,34.3,10.9,4.2,55,0,0,19,62.3,49.1,0.0
969,1692.1,620.8,34,33,322,29.7,190.2,10.3,5.3,6.9,95,4,0,18,92.9,81.1,0.0
970,194.7,1827.3,19,6,92,16.1,168.5,26.7,9.0,21.2,60,2,1,40,89.1,42.8,0.0
971,340.9,-585.6,29,17,6,28.2,358.5,5.4,38.4,9.6,20,2,1,40,70.7,41.7,0.0
972,-1573.7,1364.5,16,6,109,8.9,85.3,29.9,4.9,5.7,58,3,2,40,83.0,84.0,0.0
973,1521.3,1754.5,26,17,340,23.0,326.6,36.6,39.0,6.5,57,2,1,4,85.5,65.3,0.0
974,-852.2,885.8,32,43,333,22.8,69.8,33.0,30.1,21.7,1,0,0,21,96.7,50.6,0.0
975,-1307.8,-665.0,20,42,24,28.3,244.5,38.4,11.5,33.9,19,0,0,17,54.4,47.8,0.0
976,302.5,850.8,16,39,207,9.3,128.5,32.4,17.2,32.5,86,1,0,25,35.7,49.1,0.0
977,-1267.9,378.1,20,28,237,0.0,27.6,30.8,8.0,20.4,0,4,1,11,32.9,52.1,0.0
978,889.9,-408.7,2,1,251,10.7,147.6,5.9,35.8,6.0,34,1,0,9,47.1,48.2,3306.3
979,-1626.0,199.2,11,13,328,1.1,279.7,15.5,15.8,39.1,94,0,0,37,41.3,32.8,0.2
980,614.3,-988.3,36,22,87,17.7,185.8,6.3,6.6,5.5,13,3,0,36,77.7,64.4,0.0
981,1515.6,-775.5,8,43,193,6.5,167.8,18.7,9.4,7.7,52,3,1,0,30.4,94.3,104.7
982,-1229.8,-935.5,12,43,286,27.2,156.3,33.7,23.9,27.0,87,2,0,19,60.0,72.3,0.2
983,-1558.6,-1279.3,32,28,273,12.2,314.7,26.6,15.1,25.7,79,3,0,11,99.4,89.0,0.0
984,-1237.7,-677.5,19,0,98,16.8,337.1,32.4,16.8,38.7,26,4,2,25,65.5,76.9,0.0
985,-707.7,-1470.1,8,31,259,27.8,153.1,9.5,5.3,19.9,51,4,2,33,41.7,52.0,221.9
986,1620.0,-1440.3,13,18,17,4.1,228.1,12.7,23.1,5.4,91,3,2,19,47.8,62.5,388.7
987,629.8,66.1,31,26,27,5.3,150.8,17.9,4.2,11.3,34,1,0,35,32.2,99.2,0.0
988,170.2,-1832.0,15,31,340,25.2,103.6,12.3,27.7,24.1,24,5,0,36,45.2,64.5,327.1
989,-1270.4,1265.1,19,34,282,27.7,241.2,29.0,24.9,17.7,13,1,0,2,60.2,40.7,0.0
990,1181.1,-1219.9,26,16,160,12.0,139.8,28.2,16.9,24.8,29,4,1,33,35.1,55.6,0.0
991,826.3,-829.8,18,4,284,13.6,185.4,20.2,18.2,21.1,53,3,0,39,71.1,55.3,0.0
992,-601.1,1335.3,24,0,225,19.0,16.2,22.0,12.5,22.9,76,5,0,32,31.6,87.7,0.0
993,1914.9,216.1,6,32,241,1.9,197.2,19.2,20.4,14.2,37,3,2,32,65.8,56.4,0.0
994,-89.9,-1141.1,5,36,120,26.6,17.5,26.0,32.5,4.1,67,2,1,19,77.5,77.8,0.2
995,1557.0,-1004.1,8,11,29,10.3,21.4,23.5,20.8,27.2,77,2,1,33,95.8,66.3,14.0
996,-25.7,-259.0,35,2,309,7.2,175.7,22.3,35.7,17.8,96,1,0,19,64.4,77.7,0.0
997,931.9,1905.1,40,9,355,8.7,85.7,19.5,25.8,39.3,6,5,1,20,69.4,89.5,0.0
998,904.3,550.0,20,40,164,17.9,293.7,3.2,26.9,36.0,30,1,0,40,40.9,41.6,0.0
999,387.4,1411.5,32,14,336,23.8,282.6,24.5,27.4,24.4,99,3,0,12,36.1,33.6,0.0
1000,747.2,482.0,6,42,27,19.3,353.0,33.1,38.1,7.9,38,1,0,34,30.4,76.4,0.2
1001,-557.2,1693.2,9,16,333,18.1,174.2,10.2,14.2,31.4,76,2,1,1,41.3,48.1,119.6
1002,-995.7,1532.2,35,3,226,24.4,317.7,6.5,14.9,13.2,96,3,0,32,77.4,96.8,0.0
1003,831.2,-865.9,29,33,22,10.7,218.6,5.6,38.8,30.5,59,4,0,9,61.3,50.8,0.0
1004,-115.6,-390.9,23,27,346,3.0,191.1,15.7,4.4,39.8,13,4,0,21,42.4,89.4,0.0
1005,-1396.8,308.6,38,0,339,6.4,140.7,38.8,37.2,9.6,56,4,1,5,98.8,71.1,0.0
1006,104.2,239.6,9,44,245,6.6,3.4,24.8,36.2,2.5,0,1,0,28,43.9,50.0,0.2
1007,215.8,-886.4,21,14,204,16.7,221.8,32.2,6.2,28.1,30,4,2,33,31.5,48.1,0.0
1008,1683.0,-845.8,32,16,185,22.6,181.0,25.0,36.1,14.3,8,2,0,0,51.5,94.6,0.0
1009,1192.4,1642.3,3,20,27,18.4,196.0,34.3,8.0,31.6,11,4,1,13,55.8,79.8,0.2
1010,-698.3,745.2,29,7,123,7.5,272.7,3.1,32.4,25.7,59,2,1,31,63.8,94.5,0.0
1011,248.3,1886.3,13,22,241,5.6,256.5,32.2,2.1,27.0,2,4,2,1,94.1,85.6,0.0
1012,-846.6,-1561.3,21,14,342,0.4,29.8,27.4,9.1,35.5,14,2,0,24,98.7,86.9,0.0
1013,1272.5,-1267.2,14,6,65,9.8,282.2,31.8,10.4,32.7,4,0,0,25,71.9,57.3,0.2
1014,-127.2,-376.1,33,12,33,27.8,110.4,22.5,35.0,26.5,23,3,1,9,63.3,57.9,0.0
1015,-893.3,-304.7,9,40,143,24.7,30.0,30.2,22.8,18.8,86,4,1,39,41.0,31.7,0.2
1016,1250.8,-401.8,30,29,115,14.4,11.2,9.3,22.6,26.3,58,1,0,13,63.3,49.0,0.0
1017,-111.5,-811.5,6,24,2,11.0,149.4,4.7,26.5,25.2,15,1,0,25,85.1,81.4,2786.6
1018,1694.4,1618.7,11,31,313,6.7,182.9,24.9,27.7,22.6,20,2,1,40,58.7,32.7,0.2
1019,1417.7,-859.4,2,4,349,1.3,44.4,9.3,31.7,3.6,21,4,2,10,51.7,53.3,1541.9
1020,-1248.5,-1910.8,23,26,281,28.6,162.8,28.3,14.4,20.3,47,2,0,38,74.9,33.5,0.0
1021,99.1,-806.6,26,25,264,25.4,121.8,34.3,27.4,10.9,87,2,0,1,99.2,82.3,0.0
1022,764.0,-197.1,27,3,11,22.0,52.0,26.8,2.7,14.0,90,2,1,31,50.0,91.4,0.0
